"","1","2","3","4","5"
"1",0,338.233982576853,374.867129048787,246.465180379142,557.73041679322
"2",338.233982576853,0,700.259219464261,104.893248337522,220.234061275181
"3",374.867129048787,700.259219464261,0,598.441946465315,919.732357349619
"4",246.465180379142,104.893248337522,598.441946465315,0,321.513236644972
"5",557.73041679322,220.234061275181,919.732357349619,321.513236644972,0
