"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",0,90.4392679799426,430.036171043912,517.848422996395,316.270098584003,72.7606289651029,556.706901613413,165.090377744343,110.245572998214,178.105571921284,222.085104196995,152.902924624163,339.312591665257,126.371821193337,329.467954501141,423.993474014962,351.033971682597,510.141245409614,160.850804335441,547.659903868793,491.763983213012,325.365257251603,79.788393704544,393.246526556708,282.369558295646,260.035338888607,119.967595541456,204.1780406487,422.01869947611,502.989431695656
"2",90.4392679799426,0,361.896137451165,455.225169184336,227.408030729509,144.840256717542,490.860945884802,107.251640040496,24.0214312452255,142.497499161865,170.47662921717,221.725390209922,251.619524469685,93.6719948454694,268.333406193148,338.105169479399,261.012779117259,451.701234906976,178.235316319287,479.301913868575,424.85131342171,274.025713938442,41.1897955174326,319.583759112166,233.163826962528,232.832345198883,142.527184247459,117.203175604274,350.088148092781,434.246365962923
"3",430.036171043912,361.896137451165,0,98.6867237231613,309.98234764375,433.363739107551,129.246210768343,415.136466215716,338.069700653198,262.828373787583,212.32009668449,462.745057454426,187.561104629918,306.788688908504,104.614299934795,153.785571735364,229.584952549339,107.442776013424,533.918365564628,117.783491137248,63.0954761054529,129.026291329659,351.700533392227,54.1307129700541,164.553372399963,225.860385763312,359.177911443765,259.79800046732,27.6489327020314,72.9561631869938
"4",517.848422996395,455.225169184336,98.6867237231613,0,405.283585147789,513.198431022541,45.192261555316,513.130719568578,431.720602245368,343.907705081162,296.126701770418,532.374768362169,282.54892177357,392.184083188849,188.542680751489,232.213574103538,321.945066258027,30.5612163481054,629.656707420302,53.2200878588084,42.7166373740164,197.382360538385,441.417777442731,151.703718624094,239.422546779986,288.206745272774,435.426195123974,357.265890535378,120.826547764664,50.2317824998872
"5",316.270098584003,227.408030729509,309.98234764375,405.283585147789,0,370.400500665201,423.14533600804,186.525948772171,213.184363275087,279.567784140824,258.374381085796,442.66095794239,122.754569920211,268.735670793867,275.300771956424,193.145778584074,87.3480832232494,417.41503085034,319.390150520195,403.203486502254,363.752251010408,309.26636176496,256.20779503877,255.929046401515,291.726673194391,340.727252646555,344.252923630389,145.437984858742,284.968680240267,363.896769720778
"6",72.7606289651029,144.840256717542,433.363739107551,513.198431022541,370.400500665201,0,554.82743193892,235.22872317579,157.234066237126,170.601768760458,221.157945270557,80.620206291775,373.383008195801,130.913918443149,329.133012677607,452.408487171077,392.520090282916,501.378933422216,226.677029746063,548.755259609113,492.26400166319,316.013625800235,114.943372797769,404.045450994868,273.788150475835,234.936013604192,80.3653942684558,241.879582413782,429.924863745178,505.328250804162
"7",556.706901613413,490.860945884802,129.246210768343,45.192261555316,423.14533600804,554.82743193892,0,543.056948653559,467.098863957828,384.801985982564,335.992498493243,576.095360024458,301.538117658508,431.821932170729,227.472523983929,239.877551614134,337.374403059204,70.9606862144958,663.119607062014,23.7789453342688,66.1520371505745,239.917442595633,479.262866990097,177.69142950897,281.229229355566,332.274055848567,477.784706063213,388.510774839903,145.679020735377,60.1306428981465
"8",165.090377744343,107.251640040496,415.136466215716,513.130719568578,186.525948772171,235.22872317579,543.056948653559,0,116.032307449222,241.3020231254,256.796984369235,315.716642691602,262.117333758647,197.989642311199,336.693314586891,350.27323814656,252.276785257238,515.205359018365,134.595210961483,527.849588644172,477.453950770503,352.54985821815,148.322418013987,365.520633063163,316.15454614384,330.022109441167,248.81367922437,156.305150737822,397.514008644042,483.592083637592
"9",110.245572998214,24.0214312452255,338.069700653198,431.720602245368,213.184363275087,157.234066237126,467.098863957828,116.032307449222,0,126.399687756468,149.777391837599,230.784588414044,229.53565642349,82.1921658530305,245.291272633888,315.352103928456,241.016602899436,428.593357648913,200.173605292531,455.408230652742,401.057865882687,252.330183510362,43.7566584105764,295.569717286707,212.123208331934,216.294554627561,142.291248042606,94.5566060229837,326.102827329724,410.350748287534
"10",178.105571921284,142.497499161865,262.828373787583,343.907705081162,279.567784140824,170.601768760458,384.801985982564,241.3020231254,126.399687756468,0,51.2810999339776,206.973090481351,234.056951146273,53.2416332407624,158.531937216898,299.607278298802,266.302862056325,333.944132958719,316.540355562553,378.241960505159,321.759396640616,148.203489196607,111.462703161818,235.943850127185,105.206963466625,90.3352136001569,98.3514291222483,134.817203264357,260.350029331786,334.728446236842
