"","sit1","sit2","sit3","sit4","sit5","sit6","sit7"
"sit1",0,3.32729338774052,3.06184607374185,3.28739324419315,3.45452594706832,4.07699321808916,3.93048899800193
"sit2",3.32729338774052,0,3.40546530070773,4.10257938566955,2.0679032416281,2.07343185361276,3.14292285738519
"sit3",3.06184607374185,3.40546530070773,0,0.721530088041686,1.6655014103952,2.29299732329396,1.20276813883335
"sit4",3.28739324419315,4.10257938566955,0.721530088041686,0,2.37826791735616,2.98108410959012,1.75033433774588
"sit5",3.45452594706832,2.0679032416281,1.6655014103952,2.37826791735616,0,0.703755831893106,1.07574034698074
"sit6",4.07699321808916,2.07343185361276,2.29299732329396,2.98108410959012,0.703755831893106,0,1.40192149317015
"sit7",3.93048899800193,3.14292285738519,1.20276813883335,1.75033433774588,1.07574034698074,1.40192149317015,0
