"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"1",0,1934.28439557324,1572.81009212257,1004.69311054977,1439.46241079986,2940.47876651995,1628.03486031753,1339.91729003911,645.330494636654,2038.18679577594,1121.46548444664,1161.44175252626,286.545222702844,1477.33419493159,796.68317586909,1485.56593469998,1740.17628595676,1432.22721562485,1355.6151868681,1783.14375584913,1167.36852034534,2207.11285786279,808.553863782931,886.601954811098,1454.93054009027,1158.22591326005,2068.53022487925,1250.94160888145,891.509209588844,1833.64141971776,889.334368079816,1640.53237640781,480.043812230408,1176.01180580482,2863.0724703388,421.816014914805,2689.80793957382,2322.45253985014,2335.58827232014,833.348948372038,762.134951554612,2821.72468642958,2785.68963097465,1159.2063683042,2524.26834991439,1896.68023890428,1129.57006112817,1866.20236117884,1475.87560732782,327.244932926844,3019.64722542547,2151.87027198567,2332.81927819138,914.002298929802,938.02675031342,1473.58851888464,1440.90986742715,2777.98777259551,1835.16463663413,382.651563440051,652.181225498001,537.533261901179,2084.72999296837,2947.91651024699,1840.98907629705,1471.13889805438,2768.5216770701,427.909548373746,1102.91064237729,799.041831931388,2872.18973415239,1326.36911530777,2727.5526153174,1366.38908358173,1436.57088733141,2224.0187153511,1934.39442184788,136.573165600253,2072.76832407239,2585.69892267886,2944.26279856335,2944.23318389932,2140.0843637698,2489.22972037633,962.424582131231,1359.29002772877,1546.30305324248,519.16558119673,2417.66626985208,2389.78927029577,2451.58390360548,2039.85114910791,2388.82720314811,1387.65739605045,2213.66829447377,1620.86954868776,1455.28823913267,2223.79759061621,868.51840681531,1654.47388219191
"2",1934.28439557324,0,645.274671846057,1566.9641358562,945.235690727899,1006.36059812716,1859.09669414071,853.12106513954,1464.84615085416,104.593397632779,2303.68791151922,1743.82028539845,2217.27638988518,1034.56072564942,1155.74516959935,1228.51054088974,1430.15498534188,786.152065693263,1040.47891772894,1628.66040646928,1751.3176468578,617.950040069093,1470.51884003045,1071.77543057823,854.732887661055,904.412497089064,349.85568827985,771.51433977078,1205.15174884755,1231.44961327384,1135.37776343366,497.632888979176,1471.7448065004,760.978932294962,956.38937471906,1806.70101205338,766.613183171178,568.485302158705,402.925693218479,1208.81901267083,1220.81893407692,993.955511387683,854.285569874855,1731.10959243192,818.525152038178,501.765637868003,856.955485986196,1732.49204303225,576.262112209852,1609.51943403227,1085.99301357873,1109.12158919069,632.504143284969,1572.04271035858,1025.28215726615,701.00317753048,1091.30895551735,846.8931595557,1652.22199627654,1574.56598378055,1343.45996245309,1945.15474844609,986.673081336141,1039.83330761415,1193.79493233031,1326.1646172641,885.17701008768,1508.31781826396,891.352363803834,1168.87417520549,1002.05450931319,2119.79818690284,798.746353192281,722.262899852059,1395.42935756725,444.140714216947,432.222506410179,1941.59190522247,1236.17592644835,671.860852883181,1010.00001165254,1009.97501853482,205.800245767598,594.964492813542,1967.28068958534,1530.71211052022,441.745175629014,1722.96058816125,671.885998794277,591.345652569138,808.763056088718,237.68427753606,463.918708158555,681.277511091721,411.533824730107,637.461284768192,1568.51621795619,627.608965210854,1149.34181358705,1280.71114841284
"3",1572.81009212257,645.274671846057,0,1577.63516328956,301.165965866266,1509.33645667133,1215.81010973893,1012.35832887408,982.673290172181,727.410512735621,2248.40121045013,1116.92850230272,1856.87062642311,389.869140141651,792.930976618058,1467.01484076273,813.669642246185,165.00826919851,402.544013620778,1006.94230219205,1123.85536111783,638.05189875067,1394.61670504762,888.631440971934,212.873721678436,414.602385457254,560.517323395488,339.85826274884,705.557092960826,657.382544636936,1019.08045274908,147.641806847998,1094.70459846465,619.661290167557,1545.12433551711,1586.64441974231,1228.21321790399,1212.68886276156,981.809749923605,1083.47655342785,1032.34649591961,1625.31274167986,1342.33200710426,1104.33814681951,1463.06018799449,333.067930380218,466.519449227657,1116.23161811419,181.867434649796,1253.6495781904,1605.69223917823,720.690873344684,1273.04046057176,987.729590457492,653.892957783108,99.6912152769071,446.034286475891,1333.7233406531,1036.90631703446,1281.77363606024,1136.22986924926,1757.163202128,1500.52338666768,1623.31772958184,627.648580008087,681.736847874613,1496.51763114954,1159.80830448095,835.063978906127,974.413304912204,1616.58390714497,1486.65336480534,1278.07682365577,211.961423739345,750.200107710642,704.636398833128,389.524360229763,1538.93726010785,758.917527078616,1267.7025707045,1517.38839243575,1517.10260866354,797.964907012975,1004.57761193939,1921.69838091055,886.936089048044,290.728614460293,1537.75773417242,1316.8457843564,855.188333731724,1447.61488941626,588.062838614832,1059.15169133469,834.882513048066,1056.30249047198,49.4355225358791,923.273672696664,1248.45820308469,1021.30095066995,656.502151714825
"4",1004.69311054977,1566.9641358562,1577.63516328956,0,1637.84924017192,2487.38847163478,2264.96491344244,719.745330796286,1198.72214987593,1650.30506748483,739.512067976262,1851.32542520236,1159.71597165091,1728.40552239477,964.125354232958,568.118104607727,2151.89895854635,1522.09994708829,1617.55915505406,2277.61166793645,1859.73354934499,2078.05230884874,245.798220301524,717.764362119404,1594.19189856253,1276.23693246218,1846.86785133446,1265.80742280069,1231.29910022724,2125.75589749092,571.219015004744,1552.09261590155,934.005056219061,959.796025949061,2314.17878241897,599.360290321857,2301.77532918601,1718.71748406124,1903.3663341026,521.801172783251,616.688116454655,2188.441608625,2364.38125961168,1843.25910347485,1850.76658895081,1800.05207458485,1158.89349647959,2385.67358148687,1405.17456390559,890.65593589873,2539.78376607881,2295.56766050255,1695.81002939143,1550.77154183158,1036.27971303974,1506.15094589126,1729.03693975426,2358.66082836737,2326.80629711805,731.469299872986,583.65579578915,596.19528307844,1253.59855986248,2394.14372058658,2112.6901794392,1886.84808586954,2196.25441642821,865.263483396594,748.142865473737,661.931103210072,2274.00796790716,2143.31264548188,2320.57983498283,1388.92015363541,1895.16894060584,1984.6686760638,1794.03348703912,1119.6361317758,2302.81704778866,2077.02264027516,2486.16776317272,2486.41465009438,1745.80036380805,2158.1786612289,407.695905203488,1902.80527575307,1375.21632748128,489.210745762844,1788.09516666186,2146.85773264789,1757.8106968275,1766.58232769163,1925.76503592899,885.978685842611,1667.19693592288,1622.98907470294,1998.42751697061,1562.15239568133,575.283794333254,2011.50691796162
"5",1439.46241079986,945.235690727899,301.165965866266,1637.84924017192,0,1788.19122964206,922.970884074199,1178.79743416458,806.000919475575,1028.55694966227,2250.4288670586,823.208278812623,1713.45818022473,107.485489187698,730.630598384696,1628.31070271236,569.614933132403,175.550121857551,111.719388408992,747.936455663281,829.735172796003,858.579227184253,1425.89802893413,920.523091231106,91.7329910606957,362.418385077232,840.622928095852,393.274400958884,548.702604040344,488.73499367166,1066.74506884207,448.221711637803,982.583456524672,733.303058551848,1840.24126858909,1532.11166135175,1503.92174811749,1511.21336609495,1279.5729507321,1118.72263104773,1040.63961590294,1926.10048342994,1620.81055032296,810.774969063468,1761.62220028594,588.208886972016,480.998448846265,861.123691318312,409.78758593618,1141.95959518753,1886.9440160118,718.932800784068,1569.62407679254,728.564478643138,616.408674991937,254.610324449199,150.207828471442,1612.12089018333,785.120919579635,1206.09396753233,1122.37890104055,1711.17462845513,1754.88479889492,1917.16278863903,474.880549875927,389.139745170078,1795.20715172652,1060.22588321036,939.511181796596,987.098938211234,1915.44578425798,1188.33642739737,1556.11486095617,306.711252226731,452.89968977212,973.239524435693,660.108371469528,1382.4504015674,677.032230461752,1565.20968453926,1797.07763343929,1796.73996116918,1098.34470305703,1278.00088291206,1939.43461162439,585.851306470745,553.217779145992,1504.44935250948,1615.91434148713,1109.09160884275,1743.06601852923,882.025005178874,1357.79198622917,1021.9944252278,1355.39028769761,319.498561306141,625.372748018794,1538.54265739171,1062.75753362604,410.744060053164
"6",2940.47876651995,1006.36059812716,1509.33645667133,2487.38847163478,1788.19122964206,0,2591.72111384475,1774.2223769078,2446.02189165087,902.910864486881,3223.71518757778,2608.82356621366,3223.63698293358,1844.02210254019,2157.05505700644,2031.25941561409,2097.37234259944,1673.87061144736,1898.71190156156,2285.87970249488,2614.91959268899,985.376764889308,2433.91734668481,2074.26030138284,1712.43225736565,1866.89888377201,949.601404854392,1742.06517244486,2175.12520261519,1852.81987897644,2125.65365446457,1384.04306097115,2475.12457104478,1766.91927409713,309.726247576501,2800.42555313954,285.684340097581,812.24262053615,608.276951831972,2197.9613952948,2220.56813615127,579.604882598558,167.384465771299,2596.59006344407,825.514746648268,1201.04492864205,1843.95076903775,2363.21854981936,1521.42877907692,2615.23573911569,104.096628648177,1529.98901967058,867.875171854811,2496.8175877823,2022.5814465912,1597.10566004382,1907.10689593915,176.070798498992,2289.0709415702,2580.03651450248,2343.17942024658,2928.77472026832,1482.75354149148,304.876728687261,1811.87821410961,2106.15073428984,419.232518364366,2514.02143031445,1882.4009653215,2170.48728899434,456.913827728135,2961.85055306592,232.084156432657,1661.49491064111,2184.51239745516,816.561861979495,1128.18019607588,2944.99512065727,1719.54014457438,418.30053230367,14.7376429244115,13.9398770305373,800.614644099794,511.655703583606,2895.08229608249,2341.49650200782,1415.07945059777,2710.50681261934,788.221214141222,705.015578686323,919.823537859823,932.470941375922,567.572994419397,1635.66566705922,824.17381965922,1476.91559211944,2347.56751845024,1001.60899994776,2141.38994840886,1987.60275234518
"7",1628.03486031753,1859.09669414071,1215.81010973893,2264.96491344244,922.970884074199,2591.72111384475,0,2007.07085166862,1087.75062830655,1934.81745200896,2697.54614869049,466.719787571126,1813.84055983437,826.15891425389,1315.0774979989,2424.44253789337,501.150202276078,1095.60639218041,846.901908218901,343.990550296861,461.048213305643,1606.54564147837,2021.61443095393,1602.98115874411,1014.63367511014,1142.18065007425,1690.97202756237,1245.71378316656,1045.83791871213,748.347304333484,1745.49741214032,1362.84065575578,1363.67792025348,1552.68720404652,2699.08156896534,1922.90175580883,2308.48215561019,2427.49158630451,2158.80373475768,1768.18465001806,1658.7065541499,2817.34922972012,2428.70047891581,468.844920630568,2677.62184250278,1429.82730342958,1269.54643018869,337.769664264218,1329.66016269582,1471.9803163422,2695.15216500985,1129.89958892141,2488.81075275667,739.432178678232,1287.78062982426,1177.34193224237,773.043682598736,2420.08242000901,370.031368648683,1611.02781431821,1681.91154954719,2096.12759394521,2659.12224457678,2769.49930789802,787.750073265517,534.572742250889,2671.81105023289,1446.80441077709,1717.67438193994,1624.30824365946,2791.83747275089,513.462510834821,2365.08377187779,1207.35636658509,471.890517854808,1791.7321998215,1511.25256380751,1509.06205087249,945.169116464762,2438.67431265542,2602.90104127354,2602.41337664358,1993.42264458334,2087.24430598727,2449.89419751413,380.931678330556,1474.89786351577,1951.14352900798,2530.88180587815,1886.7067507464,2663.39853133984,1759.35945561889,2239.6742418768,1882.06370654626,2270.63049392304,1221.71019553692,305.600862524058,2461.31652735328,1732.28977612457,606.061650095941
"8",1339.91729003911,853.12106513954,1012.35832887408,719.745330796286,1178.79743416458,1774.2223769078,2007.07085166862,0,1143.10020441936,932.474816512667,1459.23884631038,1696.80697856827,1590.53258826689,1284.66826867072,780.807811462119,455.026103817375,1746.13759652406,1019.84137025291,1204.76171894499,1912.87307551165,1705.69853398069,1403.0528049203,668.485016550689,508.348087287579,1106.89716614371,869.732119974201,1154.83461574651,789.420347871973,1006.86115843699,1647.70199695765,453.101415345115,940.074642045252,989.817590241487,456.872449821749,1620.11909551416,1078.81049386113,1582.28079490964,1034.72584649842,1184.33299423671,506.721504067013,586.958035000569,1525.77418568761,1646.92576618735,1685.51850127761,1205.4286884653,1155.15228734466,739.422569734855,2026.79187829102,830.791375541519,1064.00967826729,1831.37032148606,1719.66909792913,1026.97158103145,1422.61855570602,743.196627651426,971.738991431085,1309.26934692266,1641.01724608068,1954.67642153416,958.686761963151,688.141678386464,1178.54143122516,767.401892235971,1702.52090602279,1623.94418669388,1522.80084951382,1508.26680534837,977.762442100233,308.813773419153,565.584863497527,1596.80012113361,2057.50908946613,1601.93229719498,877.565092249729,1559.30577274129,1283.13184619913,1132.05382933949,1399.39278821311,1771.27013705023,1369.67325215843,1773.7124063076,1773.92032272538,1026.69587938631,1440.22663044572,1125.61230735296,1626.39843021142,749.626967819992,974.34846112496,1117.30009792624,1440.50817472106,1124.40703454361,1064.68170884453,1209.36411464566,188.570009108927,962.449894108704,1048.34407589454,1705.82420205522,904.406882362183,474.530478736093,1588.75816565457
"9",645.330494636654,1464.84615085416,982.673290172181,1198.72214987593,806.000919475575,2446.02189165087,1087.75062830655,1143.10020441936,0,1568.35742402094,1619.34242660346,653.623768778487,910.254338282999,835.113952780728,366.616807382865,1470.75539404583,1108.7850690453,827.153598973571,715.257172035815,1175.73949892528,661.895819591724,1619.36205580612,952.924280227087,642.287386261867,833.735117827193,582.663224244522,1521.37085615855,703.976456293174,277.377218984531,1188.96263663946,751.837279521609,1078.16986841248,275.976028580616,785.384543994376,2421.05337409706,846.181703337497,2176.46896627741,1947.14879088146,1863.2662989412,748.274146900678,632.692089797736,2431.71645068401,2282.9794273668,646.063118239744,2178.91659357553,1315.46818142295,607.891028554711,1269.99721655793,927.145140729659,397.162716990034,2534.90796248779,1510.06442928597,1977.86747066235,354.147933520207,456.420955941399,883.749054916576,796.434941365594,2274.7117046109,1227.9220153634,524.640752616928,619.915897730043,1024.92804774524,1901.12153056877,2504.65183497508,1195.75446163191,834.798926186414,2344.49005607899,359.376195699688,837.042477241282,618.568855816941,2458.02690756975,957.607758566262,2220.93166617962,794.390923756048,808.857286092642,1673.77263858059,1365.92250313856,577.109439678377,1427.44274753249,2136.62858681661,2452.02411430843,2451.86425320237,1664.14707317385,1961.1790865009,1362.28946609395,759.211666369242,1032.71471643654,864.993095837041,2051.08700213699,1832.09575448195,2125.60758479319,1516.23434656448,1928.42813265698,1099.15827187794,1813.24372112819,1027.37259869067,858.345923882107,1894.96893156193,733.118864515259,1012.99693189072
"10",2038.18679577594,104.593397632779,727.410512735621,1650.30506748483,1028.55694966227,902.910864486881,1934.81745200896,932.474816512667,1568.35742402094,0,2388.72262745127,1835.0708667476,2320.88928205324,1113.86316241482,1260.33787367073,1287.89139414333,1494.12935413907,874.717274210433,1127.09111537063,1693.32871680749,1842.42558731552,605.357984523968,1562.24402767455,1173.11208426613,939.252592368352,1005.12700858265,345.041670633409,872.903118315728,1307.36152447121,1286.42732678061,1232.94215883673,580.606823269371,1576.25631286397,864.0158645753,853.563122634359,1905.73079253699,668.056137048892,501.265355708144,298.359537617037,1306.17345414548,1321.25986876055,900.909643365688,752.452442410191,1822.37648506886,747.778334845108,543.734106094649,960.52419723223,1794.72616620606,672.408273075869,1713.67033608534,981.731372163705,1133.35954327181,572.286865518214,1669.83766186543,1129.76628163096,789.899185954431,1172.19713398287,745.203692644816,1714.51528991423,1677.32170338962,1443.95380579931,2041.87672952238,989.132160473111,936.693044855256,1247.65076917706,1404.27626426474,785.510620304646,1612.48025963187,988.742864353354,1269.92720030277,903.388300407777,2209.45935828537,698.072033675055,818.671752631679,1475.33041513459,403.372570737882,466.928382854084,2046.07788054542,1272.25154085179,568.993234513537,906.330001488855,906.316970064797,102.71717968314,507.90312701284,2053.05892158189,1614.34082709377,541.908938140042,1820.42122438927,600.381299359147,532.522165310874,748.665236398986,230.711798039141,360.072403018702,767.363048904103,345.056589691093,714.777340729047,1648.31151603315,588.37843078754,1247.41679601607,1348.30340817815
