"","1","2","3","4","5","6","7","8","9","10"
"1",0,129.118103135486,140.304907188033,37.3067652471873,81.2841046069722,124.787064947809,112.803786571883,105.655664001447,109.253740562076,39.0634758452155
"2",129.118103135486,0,11.9295282947498,92.0913375990309,47.8418638831243,8.44357479064053,40.0162676871838,23.5027688401823,42.1379868897024,156.039714505033
"3",140.304907188033,11.9295282947498,0,103.454241731995,59.068911403787,19.3901928634271,50.1302022658557,34.7264091066343,52.6334737886234,167.808136246068
"4",37.3067652471873,92.0913375990309,103.454241731995,0,44.4065566104507,87.5373736178677,76.6056659853927,68.7302259570857,73.1897245145374,66.6856141067864
"5",81.2841046069722,47.8418638831243,59.068911403787,44.4065566104507,0,44.0012899088861,43.3721720351875,24.3734963199336,41.2167047837173,109.762481961195
"6",124.787064947809,8.44357479064053,19.3901928634271,87.5373736178677,44.0012899088861,0,31.5726930643818,20.7017737767081,33.723673682366,150.305084844923
"7",112.803786571883,40.0162676871838,50.1302022658557,76.6056659853927,43.3721720351875,31.5726930643818,0,35.0612050938131,3.72766709923241,131.48183582632
"8",105.655664001447,23.5027688401823,34.7264091066343,68.7302259570857,24.3734963199336,20.7017737767081,35.0612050938131,0,35.0518113472958,133.413206865967
"9",109.253740562076,42.1379868897024,52.6334737886234,73.1897245145374,41.2167047837173,33.723673682366,3.72766709923241,35.0518113472958,0,127.755113483142
"10",39.0634758452155,156.039714505033,167.808136246068,66.6856141067864,109.762481961195,150.305084844923,131.48183582632,133.413206865967,127.755113483142,0
