"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"1",0,500.120201516663,109.517750077585,346.538299147547,214.968227263493,207.039267152379,179.99240706947,148.822017048901,253.007938131246,427.960092773155,312.780271673949,188.556260935783,474.958346000706,305.107312869615,524.534584698932,229.376702116337,179.143939101218,330.359790157069,516.749021314531,162.798031573195,108.988213349295,257.795544859414,208.677132865249,213.424596713024
"2",500.120201516663,0,417.156284213192,173.914623304388,461.903740021937,418.693119692999,428.242285519274,509.740420001789,249.962393733877,177.103221763892,251.755216969019,313.435262779863,166.726572283485,203.409234350983,141.999625685569,365.300057134518,326.607266436006,176.301842328109,162.894495157197,338.261774371954,439.684055600839,371.394111800619,360.996305579868,527.087376117236
"3",109.517750077585,417.156284213192,0,251.815065620059,133.342002440058,109.357317071055,85.8826142614163,112.466181664775,167.958568357346,324.318964596479,206.856822175665,131.425708205032,371.596204947685,240.418506839083,423.905226485753,120.998924591381,133.635770765045,241.478692141197,414.058586045427,108.650456902701,151.008783917764,150.971699928457,99.3056041229927,163.466335520185
"4",346.538299147547,173.914623304388,251.815065620059,0,288.268976211386,244.838201703315,254.568175293205,337.243765987357,97.2925036804108,100.954932184732,83.4083101308087,176.358531557166,140.990105111415,118.95116449135,181.05407615375,191.632568978939,194.296492979943,31.3058569763035,178.092273301923,195.714843618409,311.046507877942,200.024619516535,187.242398493106,353.207707737858
"5",214.968227263493,461.903740021937,133.342002440058,288.268976211386,0,44.5615747126896,50.712798461969,86.4445826744673,240.610376039816,322.86937247733,212.812369454228,242.92680812939,366.984044813765,327.314614003121,425.71571127396,96.6373334045413,251.938172868242,292.593901585709,409.046458826052,226.992193540412,283.355640449949,96.4362242210411,105.538247250964,66.6704635931558
"6",207.039267152379,418.693119692999,109.357317071055,244.838201703315,44.5615747126896,0,27.3570235804048,107.495313541403,196.414708368343,285.058940352253,171.660697123627,203.682054292274,330.33003864936,283.412998113638,388.320858655908,53.8840612011086,214.319061377053,248.299602459358,372.881560983991,190.048840414648,259.703134078619,62.8900901104331,61.0048548015576,108.407602556061
"7",179.99240706947,428.242285519274,85.8826142614163,254.568175293205,50.712798461969,27.3570235804048,0,86.6858490464965,196.259203706698,302.692499575005,186.494694707637,192.676137417461,348.757186546581,281.487080096252,405.918805315718,70.28790653769,201.311072433757,254.770475911826,391.551523973855,176.313444545576,236.891391920533,87.1167295610729,67.351465781516,102.476617693485
"8",148.822017048901,509.740420001789,112.466181664775,337.243765987357,86.4445826744673,107.495313541403,86.6858490464965,0,268.298902265232,389.344356608501,272.671046011156,243.464160970785,435.44299142806,348.020662161753,492.540263202654,156.938403066357,246.083260993302,334.188415230325,478.234058739106,221.112303800722,239.654633440461,170.348194658692,151.98761419072,64.6025800960542
"9",253.007938131246,249.962393733877,167.958568357346,97.2925036804108,240.610376039816,196.414708368343,196.259203706698,268.298902265232,0,192.641837042303,108.371265980594,79.9918873443683,236.257011731546,87.5956544165294,278.343121638446,152.295816443071,98.6019511684619,77.4205422148394,274.858841519197,98.4225296412849,214.183752363781,175.142971446129,135.810077696864,298.713594984582
"10",427.960092773155,177.103221763892,324.318964596479,100.954932184732,322.86937247733,285.058940352253,302.692499575005,389.344356608501,192.641837042303,0,118.574554791276,272.594080774971,47.2866284150598,216.862641312697,103.294305053989,232.65793141084,291.23852198103,131.363294276035,89.9947685007763,289.101014194916,405.974348910565,226.491945614368,239.115273454931,389.443667775206
"11",312.780271673949,251.755216969019,206.856822175665,83.4083101308087,212.812369454228,171.660697123627,186.494694707637,272.671046011156,108.371265980594,118.574554791276,0,179.503882005077,165.730341085164,175.904629511311,220.778116713386,117.896153618335,198.555187128139,101.243421612862,208.554330622524,189.222731802474,304.404869056009,119.766406297189,121.185467399027,279.178026370972
"12",188.556260935783,313.435262779863,131.425708205032,176.358531557166,242.92680812939,203.682054292274,192.676137417461,243.464160970785,79.9918873443683,272.594080774971,179.503882005077,0,316.179412443173,116.885074745837,356.937444260333,176.75892971439,19.1356480720038,152.80564353776,354.391332157135,26.0744682325001,134.731941096428,207.105079441425,152.820366308066,288.719914637803
"13",474.958346000706,166.726572283485,371.596204947685,140.990105111415,366.984044813765,330.33003864936,348.757186546581,435.44299142806,236.257011731546,47.2866284150598,165.730341085164,316.179412443173,0,250.398983382143,59.4643552548485,278.545237468681,334.522330658553,169.306103764871,42.9102755619781,333.790437073297,450.33253052058,270.574616020478,285.883462564688,433.322598030425
"14",305.107312869615,203.409234350983,240.418506839083,118.95116449135,327.314614003121,283.412998113638,281.487080096252,348.020662161753,87.5956544165294,216.862641312697,175.904629511311,116.885074745837,250.398983382143,0,276.163078600035,239.849907537081,126.590966465496,87.7211604510919,280.64788844377,142.934416393077,236.439774854516,261.792988973237,223.151397412308,383.494231178764
"15",524.534584698932,141.999625685569,423.905226485753,181.05407615375,425.71571127396,388.320858655908,405.918805315718,492.540263202654,278.343121638446,103.294305053989,220.778116713386,356.937444260333,59.4643552548485,276.163078600035,0,335.93857164884,374.443452356244,204.850796757826,25.2486348445101,376.765064724904,491.652929640213,329.280171934603,341.848937087454,492.178307849869
"16",229.376702116337,365.300057134518,120.998924591381,191.632568978939,96.6373334045413,53.8840612011086,70.28790653769,156.938403066357,152.295816443071,232.65793141084,117.896153618335,176.75892971439,278.545237468681,239.849907537081,335.93857164884,0,190.921235471453,196.833140809751,321.310292268581,169.364549819193,259.765786233298,32.4675371297631,25.6116169624929,162.079680733714
"17",179.143939101218,326.607266436006,133.635770765045,194.296492979943,251.938172868242,214.319061377053,201.311072433757,246.083260993302,98.6019511684619,291.23852198103,198.555187128139,19.1356480720038,334.522330658553,126.590966465496,374.443452356244,190.921235471453,0,169.848027148854,372.388747886948,25.3854993051082,117.413030397469,221.933353689288,166.351941773072,294.449576235624
"18",330.359790157069,176.301842328109,241.478692141197,31.3058569763035,292.593901585709,248.299602459358,254.770475911826,334.188415230325,77.4205422148394,131.363294276035,101.243421612862,152.80564353776,169.306103764871,87.7211604510919,204.850796757826,196.833140809751,169.848027148854,0,204.351244377599,174.184994151217,287.23589852249,209.891265326297,188.40003127118,355.764057414279
"19",516.749021314531,162.894495157197,414.058586045427,178.092273301923,409.046458826052,372.881560983991,391.551523973855,478.234058739106,274.858841519197,89.9947685007763,208.554330622524,354.391332157135,42.9102755619781,280.64788844377,25.2486348445101,321.310292268581,372.388747886948,204.351244377599,0,373.010549394982,488.9895194723,312.722337771214,328.793702325311,475.229765822265
"20",162.798031573195,338.261774371954,108.650456902701,195.714843618409,226.992193540412,190.048840414648,176.313444545576,221.112303800722,98.4225296412849,289.101014194916,189.222731802474,26.0744682325001,333.790437073297,142.934416393077,376.765064724904,169.364549819193,25.3854993051082,174.184994151217,373.010549394982,0,116.981378373305,200.98200462019,144.306915956066,269.066117862425
"21",108.988213349295,439.684055600839,151.008783917764,311.046507877942,283.355640449949,259.703134078619,236.891391920533,239.654633440461,214.183752363781,405.974348910565,304.404869056009,134.731941096428,450.33253052058,236.439774854516,491.652929640213,259.765786233298,117.413030397469,287.23589852249,488.9895194723,116.981378373305,0,292.072154560189,234.53415828494,301.659288238548
"22",257.795544859414,371.394111800619,150.971699928457,200.024619516535,96.4362242210411,62.8900901104331,87.1167295610729,170.348194658692,175.142971446129,226.491945614368,119.766406297189,207.105079441425,270.574616020478,261.792988973237,329.280171934603,32.4675371297631,221.933353689288,209.891265326297,312.722337771214,200.98200462019,292.072154560189,0,58.0550016553855,162.953221710979
"23",208.677132865249,360.996305579868,99.3056041229927,187.242398493106,105.538247250964,61.0048548015576,67.351465781516,151.98761419072,135.810077696864,239.115273454931,121.185467399027,152.820366308066,285.883462564688,223.151397412308,341.848937087454,25.6116169624929,166.351941773072,188.40003127118,328.793702325311,144.306915956066,234.53415828494,58.0550016553855,0,167.369935012832
"24",213.424596713024,527.087376117236,163.466335520185,353.207707737858,66.6704635931558,108.407602556061,102.476617693485,64.6025800960542,298.713594984582,389.443667775206,279.178026370972,288.719914637803,433.322598030425,383.494231178764,492.178307849869,162.079680733714,294.449576235624,355.764057414279,475.229765822265,269.066117862425,301.659288238548,162.953221710979,167.369935012832,0
