"","sit1","sit2","sit3","sit4"
"sit1",0,3.91672277511299,3.40871847501209,3.42601928730601
"sit2",3.91672277511299,0,3.15240571253626,3.61847046809976
"sit3",3.40871847501209,3.15240571253626,0,0.488933674854763
"sit4",3.42601928730601,3.61847046809976,0.488933674854763,0
