"","sit1","sit2","sit3","sit4","sit5","sit6","sit7","sit8","sit9"
"sit1",0,1.75538227495583,1.67869541000745,0.857608751173378,2.31823854375236,2.1823982480806,3.31516885938112,1.08426775818128,0.314104951988916
"sit2",1.75538227495583,0,3.05058625207052,1.94173209674662,1.17192680659846,3.77857633336245,3.94427654769339,2.80004039738708,1.77104554871097
"sit3",1.67869541000745,3.05058625207052,0,2.43485262710815,3.90341887771247,2.69662838938208,4.68991081115475,1.73652416314014,1.9495018931935
"sit4",0.857608751173378,1.94173209674662,2.43485262710815,0,2.02415511746329,1.8746132717981,2.46941404933565,1.14479106215963,0.543645729382623
"sit5",2.31823854375236,1.17192680659846,3.90341887771247,2.02415511746329,0,3.84999814126511,3.24961803804967,3.13553915281779,2.16931921340637
"sit6",2.1823982480806,3.77857633336245,2.69662838938208,1.8746132717981,3.84999814126511,0,2.53137633295572,1.15340791245736,2.04030256457673
"sit7",3.31516885938112,3.94427654769339,4.68991081115475,2.46941404933565,3.24961803804967,2.53137633295572,0,2.98254141976113,3.00590931285639
"sit8",1.08426775818128,2.80004039738708,1.73652416314014,1.14479106215963,3.13553915281779,1.15340791245736,2.98254141976113,0,1.03432175357734
"sit9",0.314104951988916,1.77104554871097,1.9495018931935,0.543645729382623,2.16931921340637,2.04030256457673,3.00590931285639,1.03432175357734,0
