"","sit1","sit2","sit3","sit4","sit5","sit6"
"sit1",0,2.96654320535646,2.11388828526865,3.6673261812038,4.38983076190561,3.94656926120937
"sit2",2.96654320535646,0,0.888749533494878,1.06209961883215,2.49760884034342,1.92836206052573
"sit3",2.11388828526865,0.888749533494878,0,1.82067302944131,2.69213883005864,2.48665099533764
"sit4",3.6673261812038,1.06209961883215,1.82067302944131,0,3.27662684840666,0.980554427197771
"sit5",4.38983076190561,2.49760884034342,2.69213883005864,3.27662684840666,0,4.25647347533342
"sit6",3.94656926120937,1.92836206052573,2.48665099533764,0.980554427197771,4.25647347533342,0
