"","sit1","sit2","sit3","sit4"
"sit1",0,0.138526529249275,3.37574200624525,3.45448919757238
"sit2",0.138526529249275,0,3.4417039351318,3.36170711407974
"sit3",3.37574200624525,3.4417039351318,0,3.93357515921379
"sit4",3.45448919757238,3.36170711407974,3.93357515921379,0
