"","sit1","sit2","sit3","sit4"
"sit1",0,1.12881283877524,2.89353601682855,3.59861653927055
"sit2",1.12881283877524,0,3.77843889091144,3.27957624290094
"sit3",2.89353601682855,3.77843889091144,0,3.78664794397195
"sit4",3.59861653927055,3.27957624290094,3.78664794397195,0
