"","1","2","3","4"
"1",0,367.269769866613,416.545154625154,654.034213495405
"2",367.269769866613,0,782.875548445961,1021.23805013094
"3",416.545154625154,782.875548445961,0,240.634970538026
"4",654.034213495405,1021.23805013094,240.634970538026,0
