"","1","2","3","4"
"1",0,393.56330573505,2004.09045629484,818.679516147988
"2",393.56330573505,0,1702.49895916812,1211.28052831657
"3",2004.09045629484,1702.49895916812,0,2734.91876096263
"4",818.679516147988,1211.28052831657,2734.91876096263,0
