"","sit1","sit2","sit3","sit4"
"sit1",0,0.548142842461959,3.63358832907106,3.58430905752826
"sit2",0.548142842461959,0,3.13132351158267,3.21446040743135
"sit3",3.63358832907106,3.13132351158267,0,3.93434807222259
"sit4",3.58430905752826,3.21446040743135,3.93434807222259,0
