"","1","2","3","4","5","6","7","8","9","10","11","12"
"1",0,1.6038347871389,14.4587567920703,19.2603962148293,23.5618330245991,27.798857200646,55.173546884553,20.6772293186613,65.5394291841299,17.1157937573099,42.3895910810273,24.12483962219
"2",1.6038347871389,0,14.3943138997898,19.7040221389467,24.3569913049895,28.3228854768702,55.7008377742285,21.6907822234654,66.0605388528277,16.2160256398007,43.0100532638226,24.1906363260238
"3",14.4587567920703,14.3943138997898,0,7.36413570455678,14.0075810558224,15.5517241046465,42.360560001159,14.1113871521147,52.6323545976836,8.79143939537109,30.2678239377763,9.85744793464033
"4",19.2603962148293,19.7040221389467,7.36413570455678,0,6.81798134189551,8.67084566690345,36.009658220131,8.32271772558276,46.3638297590846,15.5400068964625,23.4690160948892,6.97809335800618
"5",23.5618330245991,24.3569913049895,14.0075810558224,6.81798134189551,0,6.32435232152751,32.1862765529357,4.6418396091049,42.5048927794773,22.357698094749,19.1432884854412,11.3850399071922
"6",27.798857200646,28.3228854768702,15.5517241046465,8.67084566690345,6.32435232152751,0,27.3815052154436,10.9494468486354,37.745079528151,22.471546628771,14.8109176139292,8.51833787501026
"7",55.173546884553,55.7008377742285,42.360560001159,36.009658220131,32.1862765529357,27.3815052154436,0,36.268275640006,10.3665338959886,47.4136167262397,13.0935702964619,33.0718079705623
"8",20.6772293186613,21.6907822234654,14.1113871521147,8.32271772558276,4.6418396091049,10.9494468486354,36.268275640006,0,46.5111250750749,22.8882176222242,23.1748014751518,14.60268123531
"9",65.5394291841299,66.0605388528277,52.6323545976836,46.3638297590846,42.5048927794773,37.745079528151,10.3665338959886,46.5111250750749,0,57.3690202289863,23.3681627170474,43.2132307377657
"10",17.1157937573099,16.2160256398007,8.79143939537109,15.5400068964625,22.357698094749,22.471546628771,47.4136167262397,22.8882176222242,57.3690202289863,0,36.3858827112392,14.6262953970745
"11",42.3895910810273,43.0100532638226,30.2678239377763,23.4690160948892,19.1432884854412,14.8109176139292,13.0935702964619,23.1748014751518,23.3681627170474,36.3858827112392,0,21.7599713671068
"12",24.12483962219,24.1906363260238,9.85744793464033,6.97809335800618,11.3850399071922,8.51833787501026,33.0718079705623,14.60268123531,43.2132307377657,14.6262953970745,21.7599713671068,0
