"","1","2","3","4","5","6","7","8","9","10"
"1",0,12.546070703769,15.4481227329904,11.5309096954924,14.7847699652274,18.8736233679794,4.69824439640145,6.00134404460713,4.83620363374638,5.81365609960185
"2",12.546070703769,0,8.47628910549894,23.7408510601979,2.40802092040054,10.7636095195287,15.0858886712053,10.9844281613223,16.334637896881,9.40677253979196
"3",15.4481227329904,8.47628910549894,0,24.2660041840947,7.72620841161775,3.42728389382742,15.4148233204276,10.523348244796,20.2087988812354,15.3810885380516
"4",11.5309096954924,23.7408510601979,24.2660041840947,0,25.7991587219435,27.5101001291899,8.98704543008991,13.8677065571871,10.369636466694,16.9472554683245
"5",14.7847699652274,2.40802092040054,7.72620841161775,25.7991587219435,0,9.34573243336486,16.9993374830962,12.6066700150226,18.7004508693253,11.8130070138958
"6",18.8736233679794,10.7636095195287,3.42728389382742,27.5101001291899,9.34573243336486,0,18.7402647319141,13.8799048088765,23.625785658894,18.5688725647193
"7",4.69824439640145,15.0858886712053,15.4148233204276,8.98704543008991,16.9993374830962,18.7402647319141,0,4.91271358632375,7.84710618989931,10.3432045398825
"8",6.00134404460713,10.9844281613223,10.523348244796,13.8677065571871,12.6066700150226,13.8799048088765,4.91271358632375,0,10.729988412706,9.45805338630379
"9",4.83620363374638,16.334637896881,20.2087988812354,10.369636466694,18.7004508693253,23.625785658894,7.84710618989931,10.729988412706,0,7.55610362328442
"10",5.81365609960185,9.40677253979196,15.3810885380516,16.9472554683245,11.8130070138958,18.5688725647193,10.3432045398825,9.45805338630379,7.55610362328442,0
