"","1","2","3","4"
"1",0,408.707034275024,467.694520322077,305.998383348972
"2",408.707034275024,0,857.107821142107,221.616289001462
"3",467.694520322077,857.107821142107,0,686.094710333824
"4",305.998383348972,221.616289001462,686.094710333824,0
