"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28"
"11",724.291301558732,1743.05277609383,2471.99464939083,1411.8681787567,985.698630388377,2095.77719273954,623.428129205593,689.972020695196,2081.95265030047,1032.22605184863,0,2369.22445212988,1234.87401073393,698.953124786242,1533.37111104009,1303.12139560307,2141.30975724179,1578.84151272551,504.798538467817,1517.25221244296,1292.85736931601,1159.88553275997,2025.74421384212,588.912785686751,943.380555294285,1152.67723697477,2580.91413576972,1444.27491018531
"12",2359.7452044928,3990.44971334183,4468.35658617462,2457.2385599798,2154.40079650805,3776.77964032323,1872.93825128517,2818.16335554249,291.439319526679,2183.9546240492,2369.22445212988,0,1584.66309485072,2633.8600581947,1022.04757396388,3601.29086347139,4127.97287659044,797.667970464155,2871.6550414758,1595.77925409285,1143.3988371492,1861.64933342242,2910.26917890736,2031.80098268958,3299.53187691223,1509.34955612417,4071.36835271508,3286.26893105157
"13",855.262254246488,2965.9563873104,3702.06923277977,894.554299825797,582.572758117658,3253.30509099335,617.333906597088,1376.96634975888,1314.09721891716,1808.08896488765,1234.87401073393,1584.66309485072,0,1841.95662714415,563.503993823476,2516.42965244033,3367.31120021496,900.406835568151,1683.77902742717,1782.07121867636,554.224430899154,277.171493123084,2868.85390869121,666.38890294945,1981.44627501448,157.046317185589,3700.36382758274,2619.32210211035
"14",1421.38711019512,1365.26199869558,1903.27854035039,2110.4718326747,1679.47803689206,1417.38587855555,1232.8516417307,1259.21228509085,2371.28180951575,637.656961915359,698.953124786242,2633.8600581947,1841.95662714415,0,2000.18101137164,1026.30368621924,1560.18043814049,1913.78341341868,699.078729461521,1345.95177357185,1731.41006290098,1820.61723748431,1397.13924632849,1255.52843439427,1134.59694822362,1728.36913314725,1888.9434131006,777.365478462362
"15",1361.52588466048,3264.19043631823,3903.37902382447,1448.83350749058,1134.01530834484,3347.03454691439,942.921144437955,1852.37551754969,751.047970066504,1775.39280456599,1533.37111104009,1022.04757396388,563.503993823476,2000.18101137164,0,2833.42964980589,3560.35754006103,398.917169948794,2029.89636490592,1520.69933842044,271.864972741355,840.672467363493,2763.35783629397,1073.08888075584,2400.53817382814,493.857934358163,3744.38828240963,2754.28268464706
"16",1797.41036396518,455.400552280833,1334.88587840285,2416.84475496143,2134.09550295363,1376.2939134754,1920.98320278821,1344.79696118782,3324.77670931164,1645.47009486015,1303.12139560307,3601.29086347139,2516.42965244033,1026.30368621924,2833.42964980589,0,1072.89360933194,2837.50946436208,834.297272171134,2368.22578469757,2584.93473909791,2390.61542366105,2051.05431496737,1850.57329255116,746.835084547561,2449.16428382657,1879.75450679568,920.92554730876
"17",2769.56995648723,740.287842886941,344.123573310705,3430.43468776131,3088.52139698374,610.603105309168,2749.97770884515,2377.25244337104,3885.02357128787,1949.50996680574,2141.30975724179,4127.97287659044,3367.31120021496,1560.18043814049,3560.35754006103,1072.89360933194,0,3455.38136229654,1787.45113207557,2630.08535163933,3291.32310396808,3298.98831143954,1726.18811990338,2729.77183809091,1817.48291502571,3267.82913030276,957.870544373915,841.998129467635
"18",1586.36146932752,3244.15770761422,3799.34191068552,1793.82386837492,1421.32299024324,3177.23847223723,1078.77422771137,2025.69016609839,506.755202192347,1570.57475802944,1578.84151272551,797.667970464155,900.406835568151,1913.78341341868,398.917169948794,2837.50946436208,3455.38136229654,0,2083.16463561817,1188.50890127058,371.13881365167,1167.58498271852,2483.30261966938,1242.47200104675,2503.32478148397,784.556854651109,3536.94735753913,2624.67979685299
"19",985.146242307442,1287.49887476521,2097.44091900881,1644.81957442313,1313.38330940849,1871.38961257512,1098.42723337048,628.483432785501,2585.31898371734,1269.52656948398,504.798538467817,2871.6550414758,1683.77902742717,699.078729461521,2029.89636490592,834.297272171134,1787.45113207557,2083.16463561817,0,1890.05978192769,1795.13932259924,1557.98406410584,2087.71109372468,1017.43071924146,484.878890894232,1622.43441633608,2383.18144909074,1235.97698565687
"20",2005.05136459753,2662.70179181634,2957.86589741536,2524.76204828005,2046.94525071228,2210.50306128739,1479.72793888368,2195.11642813742,1420.94463868722,729.447476104782,1517.25221244296,1595.77925409285,1782.07121867636,1345.95177357185,1520.69933842044,2368.22578469757,2630.08535163933,1188.50890127058,1890.05978192769,0,1306.18513945214,1955.71031164936,1327.3283688796,1639.64472078459,2374.72128452238,1625.13979353578,2477.10606600482,1801.86616596126
"21",1220.43887436557,3009.97471732592,3634.64523770817,1437.09195330371,1050.89994583237,3075.3484761985,736.655764732775,1676.60369960339,853.680339943254,1508.79222230644,1292.85736931601,1143.3988371492,554.224430899154,1731.41006290098,271.864972741355,2584.93473909791,3291.32310396808,371.13881365167,1795.13932259924,1306.18513945214,0,808.668174559393,2512.06802465601,889.426235789925,2188.12913130852,422.210970574101,3475.10174378737,2482.92950543044
"22",640.756062437538,2845.05458931224,3626.24161315738,628.429405339601,325.918933881367,3237.59476257809,601.410726742198,1170.39737382922,1591.1186382174,1883.672773018,1159.88553275997,1861.64933342242,277.171493123084,1820.61723748431,840.672467363493,2390.61542366105,3298.98831143954,1167.58498271852,1557.98406410584,1955.71031164936,808.668174559393,0,2955.01684382542,571.576315055239,1802.01128814016,386.516146789266,3704.86016232347,2591.51478307772
"23",2730.38682247283,2112.90915154088,1981.82270745776,3390.34253892875,2917.32654776656,1146.84908471551,2366.32644295739,2651.8594239915,2747.95462922375,1071.70679477505,2025.74421384212,2910.26917890736,2868.85390869121,1397.13924632849,2763.35783629397,2051.05431496737,1726.18811990338,2483.30261966938,2087.71109372468,1327.3283688796,2512.06802465601,2955.01684382542,0,2463.34349208553,2473.04718126524,2719.64436927914,1228.01947760419,1147.30448920954
"24",380.326541299056,2301.19385089612,3059.11722047242,933.043763378868,454.047103391323,2670.23802533143,178.309917866438,787.257703076537,1741.09309350568,1399.18465917715,588.912785686751,2031.80098268958,666.38890294945,1255.52843439427,1073.08888075584,1850.57329255116,2729.77183809091,1242.47200104675,1017.43071924146,1639.64472078459,889.426235789925,571.576315055239,2463.34349208553,0,1335.53517213659,616.808082961275,3143.7956391479,2022.17338222277
"25",1167.14803827675,1167.93637891662,2079.88858150808,1715.59251630309,1506.6549732254,2051.77721263291,1458.2706947107,653.876572117422,3009.71608701149,1740.21741721116,943.380555294285,3299.53187691223,1981.44627501448,1134.59694822362,2400.53817382814,746.835084547561,1817.48291502571,2503.32478148397,484.878890894232,2374.72128452238,2188.12913130852,1802.01128814016,2473.04718126524,1335.53517213659,0,1951.31832462206,2567.52559052771,1479.40038095299
"26",870.525131775329,2894.11955891524,3605.31033145964,1014.93966774178,646.376847113676,3132.4482142358,529.41312897354,1373.53276611453,1229.54852739548,1663.09321317381,1152.67723697477,1509.34955612417,157.046317185589,1728.36913314725,493.857934358163,2449.16428382657,3267.82913030276,784.556854651109,1622.43441633608,1625.13979353578,422.210970574101,386.516146789266,2719.64436927914,616.808082961275,1951.31832462206,0,3571.70215980073,2504.7100240262
"27",3290.85294579566,1660.81792743072,1019.47051620822,3980.70223286597,3566.11750129891,516.925163931237,3108.77598171852,3011.34806107543,3877.28960344854,1972.75606453148,2580.91413576972,4071.36835271508,3700.36382758274,1888.9434131006,3744.38828240963,1879.75450679568,957.870544373915,3536.94735753913,2383.18144909074,2477.10606600482,3475.10174378737,3704.86016232347,1228.01947760419,3143.7956391479,2567.52559052771,3571.70215980073,0,1152.23531189306
"28",2143.23179938496,978.92470955086,1182.30782685344,2831.69307761014,2428.8142124433,652.493639381218,2009.12524397754,1864.29639490891,3045.36479396934,1108.28355517118,1444.27491018531,3286.26893105157,2619.32210211035,777.365478462362,2754.28268464706,920.92554730876,841.998129467635,2624.67979685299,1235.97698565687,1801.86616596126,2482.92950543044,2591.51478307772,1147.30448920954,2022.17338222277,1479.40038095299,2504.7100240262,1152.23531189306,0
