"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28"
"1",0,2252.38210841148,3082.46982316255,690.541170532908,341.008278973093,2795.25328970879,557.714345819459,529.686162486994,2072.29130344238,1691.91054391817,724.291301558732,2359.7452044928,855.262254246488,1421.38711019512,1361.52588466048,1797.41036396518,2769.56995648723,1586.36146932752,985.146242307442,2005.05136459753,1220.43887436557,640.756062437538,2730.38682247283,380.326541299056,1167.14803827675,870.525131775329,3290.85294579566,2143.23179938496
"2",2252.38210841148,0,933.763250531129,2864.70880535932,2589.41776158611,1208.47910307012,2364.87911016979,1791.37444399979,3720.69953663234,1933.65370954972,1743.05277609383,3990.44971334183,2965.9563873104,1365.26199869558,3264.19043631823,455.400552280833,740.287842886941,3244.15770761422,1287.49887476521,2662.70179181634,3009.97471732592,2845.05458931224,2112.90915154088,2301.19385089612,1167.93637891662,2894.11955891524,1660.81792743072,978.92470955086
"3",3082.46982316255,933.763250531129,0,3732.55426481954,3406.66981318518,835.163167831167,3084.9595634841,2668.83129645048,4227.22571311046,2287.21964023927,2471.99464939083,4468.35658617462,3702.06923277977,1903.27854035039,3903.37902382447,1334.88587840285,344.123573310705,3799.34191068552,2097.44091900881,2957.86589741536,3634.64523770817,3626.24161315738,1981.82270745776,3059.11722047242,2079.88858150808,3605.31033145964,1019.47051620822,1182.30782685344
"4",690.541170532908,2864.70880535932,3732.55426481954,0,484.706812668684,3483.03201733181,1061.05794120617,1073.35471503977,2197.88969809911,2331.10413120288,1411.8681787567,2457.2385599798,894.554299825797,2110.4718326747,1448.83350749058,2416.84475496143,3430.43468776131,1793.82386837492,1644.81957442313,2524.76204828005,1437.09195330371,628.429405339601,3390.34253892875,933.043763378868,1715.59251630309,1014.93966774178,3980.70223286597,2831.69307761014
"5",341.008278973093,2589.41776158611,3406.66981318518,484.706812668684,0,3080.88519997507,576.500670518689,861.830020545938,1875.87135144652,1852.78031154619,985.698630388377,2154.40079650805,582.572758117658,1679.47803689206,1134.01530834484,2134.09550295363,3088.52139698374,1421.32299024324,1313.38330940849,2046.94525071228,1050.89994583237,325.918933881367,2917.32654776656,454.047103391323,1506.6549732254,646.376847113676,3566.11750129891,2428.8142124433
"6",2795.25328970879,1208.47910307012,835.163167831167,3483.03201733181,3080.88519997507,0,2649.2561099624,2498.69181766066,3558.86347553286,1609.98110097438,2095.77719273954,3776.77964032323,3253.30509099335,1417.38587855555,3347.03454691439,1376.2939134754,610.603105309168,3177.23847223723,1871.38961257512,2210.50306128739,3075.3484761985,3237.59476257809,1146.84908471551,2670.23802533143,2051.77721263291,3132.4482142358,516.925163931237,652.493639381218
"7",557.714345819459,2364.87911016979,3084.9595634841,1061.05794120617,576.500670518689,2649.2561099624,0,947.04505501683,1581.5944523056,1295.31094923594,623.428129205593,1872.93825128517,617.333906597088,1232.8516417307,942.921144437955,1920.98320278821,2749.97770884515,1078.77422771137,1098.42723337048,1479.72793888368,736.655764732775,601.410726742198,2366.32644295739,178.309917866438,1458.2706947107,529.41312897354,3108.77598171852,2009.12524397754
"8",529.686162486994,1791.37444399979,2668.83129645048,1073.35471503977,861.830020545938,2498.69181766066,947.04505501683,0,2527.12245295745,1712.46395980101,689.972020695196,2818.16335554249,1376.96634975888,1259.21228509085,1852.37551754969,1344.79696118782,2377.25244337104,2025.69016609839,628.483432785501,2195.11642813742,1676.60369960339,1170.39737382922,2651.8594239915,787.257703076537,653.876572117422,1373.53276611453,3011.34806107543,1864.29639490891
"9",2072.29130344238,3720.69953663234,4227.22571311046,2197.88969809911,1875.87135144652,3558.86347553286,1581.5944523056,2527.12245295745,0,1953.56910519596,2081.95265030047,291.439319526679,1314.09721891716,2371.28180951575,751.047970066504,3324.77670931164,3885.02357128787,506.755202192347,2585.31898371734,1420.94463868722,853.680339943254,1591.1186382174,2747.95462922375,1741.09309350568,3009.71608701149,1229.54852739548,3877.28960344854,3045.36479396934
"10",1691.91054391817,1933.65370954972,2287.21964023927,2331.10413120288,1852.78031154619,1609.98110097438,1295.31094923594,1712.46395980101,1953.56910519596,0,1032.22605184863,2183.9546240492,1808.08896488765,637.656961915359,1775.39280456599,1645.47009486015,1949.50996680574,1570.57475802944,1269.52656948398,729.447476104782,1508.79222230644,1883.672773018,1071.70679477505,1399.18465917715,1740.21741721116,1663.09321317381,1972.75606453148,1108.28355517118
