"","sit1","sit2","sit3","sit4","sit5","sit6","sit7","sit8","sit9","sit10","sit11","sit12","sit13","sit14","sit15","sit16","sit17","sit18","sit19","sit20","sit21","sit22","sit23","sit24","sit25","sit26","sit27","sit28","sit29","sit30"
"sit1",0,0.848334345031594,1.78524110631556,1.01194697847779,0.795242651769199,1.01166526030137,1.10990345613347,1.35393032356421,1.22048163364956,1.03639904014426,0.651723495591454,1.4910533336521,1.11822311291007,1.30574940866199,0.603797146273646,1.92941626246362,2.77680369680783,1.7720474284697,1.76392043349314,2.59569876404692,1.56977464543884,0.360699390018975,1.20047619840368,2.91041317673441,1.10781396983796,0.759257416285488,1.5146844556577,0.300109283204061,1.8026126336638,0.886804724163469
"sit2",0.848334345031594,0,2.55864471575124,1.8295272084298,1.46465947418285,1.83540993873974,0.322406713426207,1.98371117980264,1.94689124580677,1.8833240280173,0.256492517529761,2.21839503766892,1.96612630720555,2.12762553222923,0.473756964589993,1.92952083753977,3.29122735779115,2.5621216383211,2.59610152458767,3.29974152933516,2.34153064073459,1.06336153384159,1.75020191470455,3.50839618818173,1.87793776382839,1.60493634626269,0.8820886159338,0.917590686579835,2.62161465433605,1.64783164597492
"sit3",1.78524110631556,2.55864471575124,0,0.798035262511264,1.86842437255396,1.34076197184195,2.86065114883533,2.09235612588306,1.77661464316315,0.951268082890978,2.41688496234761,0.3936281850291,1.02156595438794,1.32594441766991,2.13399186284337,3.39470897370287,3.26716634214876,0.108279160351445,0.486509204815179,0.88489560749083,1.68002164812519,1.83380430141255,2.20390421731254,3.14450026731202,0.682700034676128,1.12418119733624,2.87660104858867,1.93451431461291,1.44963518445583,1.63687745131194
"sit4",1.01194697847779,1.8295272084298,0.798035262511264,0,1.1128181237667,0.686710750058769,2.11411152538345,1.4490284193951,1.1499748826305,0.294804309045829,1.65958401716419,0.609022168014591,0.443803633439355,0.827915917153062,1.4522070553351,2.62867290319686,2.79059902190167,0.768848972032302,0.771128185969505,1.66191525270798,1.22504676876621,1.03585864979306,1.49620227583659,2.76640916079246,0.23891508941855,0.334361307802377,2.29537678012739,1.13793924740769,1.20336444096593,0.919312524591437
"sit5",0.795242651769199,1.46465947418285,1.86842437255396,1.1128181237667,0,0.584968311822222,1.61441201371843,0.558976093872955,0.486478420544428,0.91871870215079,1.21115951531957,1.72081203066832,0.881746510731342,0.80538554878063,1.37592236693107,1.52628598926279,1.98641429249791,1.81053007142712,1.63565727840227,2.75197521033536,0.899952277339173,0.442029841642013,0.437654859846362,2.11683579300639,1.3272286759724,0.784831313109396,2.26265566729201,0.565106704368857,1.24639109583373,0.271152991986105
"sit6",1.01166526030137,1.83540993873974,1.34076197184195,0.686710750058769,0.584968311822222,0,2.05003710657517,0.770034972532213,0.464052956593054,0.412197475495025,1.60411972087711,1.27122918689522,0.319912174649597,0.294156279950698,1.6038528993053,2.08224147550727,2.11415146629609,1.26955393473613,1.0581246238344,2.22336375894926,0.61349097787623,0.792523435382734,0.863903282705052,2.12271443597071,0.92548693501585,0.459715452611342,2.51555690321558,0.93944904524423,0.791011735497051,0.318393328968676
"sit7",1.10990345613347,0.322406713426207,2.86065114883533,2.11411152538345,1.61441201371843,2.05003710657517,0,2.09173167959312,2.10068223779193,2.14264669829744,0.458773438707868,2.52853139006375,2.21252273575355,2.33631669789684,0.796030063834053,1.79539978650532,3.31669896539293,2.85937136875619,2.8731906435561,3.61553719925864,2.5113522806637,1.25901888929265,1.83562396598253,3.5689315075971,2.17820371454669,1.8677396349987,0.988221403098783,1.11121364516441,2.82238293611671,1.82869096726213
"sit8",1.35393032356421,1.98371117980264,2.09235612588306,1.4490284193951,0.558976093872955,0.770034972532213,2.09173167959312,0,0.315802125813975,1.18223037094926,1.72726198149204,2.04113727177019,1.07743981418882,0.792323976990276,1.93220512804155,1.47502351798649,1.43896220259593,2.0123840480115,1.74623039556772,2.96570296737546,0.612538506429717,1.00018700360764,0.282906334268042,1.55829835389081,1.6856798444866,1.17016566978763,2.80887243087729,1.11556220535618,1.03430112136836,0.563002744231135
"sit9",1.22048163364956,1.94689124580677,1.77661464316315,1.1499748826305,0.486478420544428,0.464052956593054,2.10068223779193,0.315802125813975,0,0.874493943125165,1.6950036853205,1.73330735921576,0.763674125155542,0.485388270898052,1.82101458955826,1.74225925331888,1.67223044906462,1.69663939848711,1.4354080077581,2.65017169978301,0.423067010431192,0.89774807547291,0.492998085572177,1.72551475858296,1.38840506010579,0.893197181232936,2.72343031718835,1.03544089459326,0.810586285071318,0.340391855334951
"sit10",1.03639904014426,1.8833240280173,0.951268082890978,0.294804309045829,0.91871870215079,0.412197475495025,2.14264669829744,1.18223037094926,0.874493943125165,0,1.68396198752066,0.859142625425513,0.152868671609063,0.533909524190937,1.55983314470368,2.44455090011265,2.49876609418117,0.891873391504531,0.758913704803293,1.83599963139252,0.930512721734564,0.955822855779466,1.26071298123625,2.47170677504376,0.529755340565913,0.279121046192622,2.44365542242284,1.08311478920965,0.936933143975279,0.687472042946319
"sit11",0.651723495591454,0.256492517529761,2.41688496234761,1.65958401716419,1.21115951531957,1.60411972087711,0.458773438707868,1.72726198149204,1.6950036853205,1.68396198752066,0,2.09695859010538,1.75559445007986,1.89387187999795,0.489082698981512,1.75163276200603,3.04134421069386,2.41118915360505,2.41558536255807,3.19382961837877,2.09385641015259,0.82063360456137,1.49441597261618,3.25342592165511,1.73438537165419,1.40897992138969,1.12151395726425,0.673064192432268,2.38491016760728,1.40211866771984
"sit12",1.4910533336521,2.21839503766892,0.3936281850291,0.609022168014591,1.72081203066832,1.27122918689522,2.52853139006375,2.04113727177019,1.73330735921576,0.859142625425513,2.09695859010538,0,0.977793447901486,1.34349434004544,1.77748197801765,3.23000505443082,3.32753554888078,0.455376390209548,0.75156038235631,1.10468488103988,1.73229655945154,1.60085570917792,2.10341358825822,3.25594147789031,0.404296953971424,0.937374854325564,2.49052065503001,1.6809721478452,1.59164841528411,1.52587986855723
"sit13",1.11822311291007,1.96612630720555,1.02156595438794,0.443803633439355,0.881746510731342,0.319912174649597,2.21252273575355,1.07743981418882,0.763674125155542,0.152868671609063,1.75559445007986,0.977793447901486,0,0.384712832633751,1.66683703220378,2.39632757808056,2.36052422787038,0.949645403443062,0.755319619642179,1.90353813514546,0.782380564360772,0.990059943725718,1.18381301081617,2.32388735887902,0.67378072758313,0.387110534479204,2.56121603231169,1.12681960178038,0.78877586853342,0.628029117952294
"sit14",1.30574940866199,2.12762553222923,1.32594441766991,0.827915917153062,0.80538554878063,0.294156279950698,2.33631669789684,0.792323976990276,0.485388270898052,0.533909524190937,1.89387187999795,1.34349434004544,0.384712832633751,0,1.89628866961093,2.21953947156659,1.98452657904197,1.23818644903691,0.954318569708133,2.18480942029268,0.3977345652191,1.07729815950657,0.970023319402235,1.93918459659211,1.05827647967939,0.696001980570377,2.80719506733707,1.22517404210955,0.49687093867162,0.538777237668762
"sit15",0.603797146273646,0.473756964589993,2.13399186284337,1.4522070553351,1.37592236693107,1.6038528993053,0.796030063834053,1.93220512804155,1.82101458955826,1.55983314470368,0.489082698981512,1.77748197801765,1.66683703220378,1.89628866961093,0,2.21210159917665,3.32842490507822,2.14760129581743,2.22279351867507,2.84310215624108,2.17312015138285,0.934290666591785,1.74681885681611,3.48992443178721,1.46333457569345,1.28381808775802,0.912648468746189,0.818864495804643,2.39168590376862,1.48990088315574
"sit16",1.92941626246362,1.92952083753977,3.39470897370287,2.62867290319686,1.52628598926279,2.08224147550727,1.79539978650532,1.47502351798649,1.74225925331888,2.44455090011265,1.75163276200603,3.23000505443082,2.39632757808056,2.21953947156659,2.21210159917665,0,1.90804416205458,3.33586458460304,3.13862847353575,4.27799414764821,2.08606558493594,1.66938488285501,1.25029419470518,2.29279130769035,2.82827453183021,2.29499247286344,2.77685283412039,1.64356808136449,2.50849231789476,1.76829911283192
"sit17",2.77680369680783,3.29122735779115,3.26716634214876,2.79059902190167,1.98641429249791,2.11415146629609,3.31669896539293,1.43896220259593,1.67223044906462,2.49876609418117,3.04134421069386,3.32753554888078,2.36052422787038,1.98452657904197,3.32842490507822,1.90804416205458,0,3.16784947153657,2.82001527013811,4.06179549546259,1.5973496264911,2.41680083808374,1.58241574797406,0.442717455987593,3.02816304995115,2.56289923442337,4.15979102347225,2.51315636766294,1.84673179290456,1.98948218358753
"sit18",1.7720474284697,2.5621216383211,0.108279160351445,0.768848972032302,1.81053007142712,1.26955393473613,2.85937136875619,2.0123840480115,1.69663939848711,0.891873391504531,2.41118915360505,0.455376390209548,0.949645403443062,1.23818644903691,2.14760129581743,3.33586458460304,3.16784947153657,0,0.378286565995249,0.954782888208062,1.58476962697008,1.79953460762154,2.13343773620885,3.04028897417593,0.685384920118562,1.08488340637263,2.91201173775316,1.90611168230088,1.34506521233698,1.57197355769857
"sit19",1.76392043349314,2.59610152458767,0.486509204815179,0.771128185969505,1.63565727840227,1.0581246238344,2.8731906435561,1.74623039556772,1.4354080077581,0.758913704803293,2.41558536255807,0.75156038235631,0.755319619642179,0.954318569708133,2.22279351867507,3.13862847353575,2.82001527013811,0.378286565995249,0,1.25058356607794,1.26028263286997,1.71461409987957,1.90339135721838,2.67467844491785,0.804807230496996,1.01460766026347,3.05019371713527,1.83986652260299,0.98127146891563,1.37565964220767
"sit20",2.59569876404692,3.29974152933516,0.88489560749083,1.66191525270798,2.75197521033536,2.22336375894926,3.61553719925864,2.96570296737546,2.65017169978301,1.83599963139252,3.19382961837877,1.10468488103988,1.90353813514546,2.18480942029268,2.84310215624108,4.27799414764821,4.06179549546259,0.954782888208062,1.25058356607794,0,2.51035255420265,2.69090933723181,3.08717771636034,3.88827337338823,1.49848801422617,1.99494878391762,3.45411607875997,2.77951685888197,2.21526821186781,2.52171854281056
"sit21",1.56977464543884,2.34153064073459,1.68002164812519,1.22504676876621,0.899952277339173,0.61349097787623,2.5113522806637,0.612538506429717,0.423067010431192,0.930512721734564,2.09385641015259,1.73229655945154,0.782380564360772,0.3977345652191,2.17312015138285,2.08606558493594,1.5973496264911,1.58476962697008,1.26028263286997,2.51035255420265,0,1.27966773239157,0.870568553980727,1.54153311118408,1.45601098205705,1.06539568062114,3.08438620223944,1.42406441582383,0.422476234200931,0.694741987344626
"sit22",0.360699390018975,1.06336153384159,1.83380430141255,1.03585864979306,0.442029841642013,0.792523435382734,1.25901888929265,1.00018700360764,0.89774807547291,0.955822855779466,0.82063360456137,1.60085570917792,0.990059943725718,1.07729815950657,0.934290666591785,1.66938488285501,2.41680083808374,1.79953460762154,1.71461409987957,2.69090933723181,1.27966773239157,0,0.839860252593899,2.55845360690183,1.19737401510827,0.716020981355185,1.82740720934633,0.148084012692904,1.56523986262491,0.585061378232497
