"","sit1","sit2","sit3","sit4","sit5"
"sit1",0,3.9463375250275,3.46643730632561,3.4999278627123,3.71371992302555
"sit2",3.9463375250275,0,1.53816551405203,3.34050490251316,3.73967456478007
"sit3",3.46643730632561,1.53816551405203,0,1.80968083435232,2.2052932660396
"sit4",3.4999278627123,3.34050490251316,1.80968083435232,0,0.404210112120516
"sit5",3.71371992302555,3.73967456478007,2.2052932660396,0.404210112120516,0
