"","1","2","3","4","5","6","7","8","9","10"
"1",0,7.91786038017847,13.2265466770431,2.9212661638406,13.0937750095227,13.7569032125693,5.34279187316893,7.2006794818267,8.31505411888582,5.44870489199039
"2",7.91786038017847,0,5.94800537995722,5.41343560042973,7.26172603449069,7.32889384559498,6.37493748988961,4.09751070773464,4.32455408105854,2.51334756848312
"3",13.2265466770431,5.94800537995722,0,11.1510396376302,9.86727404099025,9.14620385733885,9.61408820429686,6.60469181718572,5.68711455836789,7.94531736307619
"4",2.9212661638406,5.41343560042973,11.1510396376302,0,10.1814539236791,10.8357856198801,5.54449104968165,6.07127474258907,7.09658234645382,3.2262605288476
"5",13.0937750095227,7.26172603449069,9.86727404099025,10.1814539236791,0,1.23849666935362,13.4572898088731,11.353012683865,11.4400414771975,9.03062218233051
"6",13.7569032125693,7.32889384559498,9.14620385733885,10.8357856198801,1.23849666935362,0,13.6625151783996,11.3516658248911,11.3174078745974,9.34417128481708
"7",5.34279187316893,6.37493748988961,9.61408820429686,5.54449104968165,13.4572898088731,13.6625151783996,0,3.03268363005441,3.94893656570981,4.49130715939135
"8",7.2006794818267,4.09751070773464,6.60469181718572,6.07127474258907,11.353012683865,11.3516658248911,3.03268363005441,0,1.11474212264541,3.39948731428726
"9",8.31505411888582,4.32455408105854,5.68711455836789,7.09658234645382,11.4400414771975,11.3174078745974,3.94893656570981,1.11474212264541,0,4.22675525669514
"10",5.44870489199039,2.51334756848312,7.94531736307619,3.2262605288476,9.03062218233051,9.34417128481708,4.49130715939135,3.39948731428726,4.22675525669514,0
