"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"1",0,4023.17928599501,3866.03955688429,5992.79060670575,2828.51232433234,5269.79960378616,4539.82991807858,3766.18041434332,4748.56889933159,2744.16049065806,5754.13949146427,4381.84814671496,5071.03671743393,2625.50827854462,4754.07000523093,5108.09515344498,4175.33958573872,5221.5547742006
"2",4023.17928599501,0,800.326947196212,2844.7827871511,1260.25080218099,3769.76811258559,2525.81892435198,2146.60104443336,1738.86006757321,1503.40117709787,3133.74838295378,533.205369677908,3311.98725831582,1397.7979749901,1595.96007975625,3010.81328971979,2239.78080429267,2737.3616220035
"3",3866.03955688429,800.326947196212,0,2394.5081604308,1073.952404195,3003.04745186125,1755.58575120024,1349.85605903934,1136.43167728643,1127.75990546783,2522.58945149571,669.663083235172,2553.38883592384,1408.33542291287,1047.3658817176,2281.66919198923,1446.8592717565,2065.33617133361
"4",5992.79060670575,2844.7827871511,2394.5081604308,0,3420.75483868519,2066.95059275947,1644.77068403973,2289.95938783433,1289.82444240094,3349.08364535072,741.872247966985,2316.33489873957,1735.50174486948,3788.93628972033,1348.25370244302,1379.81612214832,1902.88173798684,988.94623599469
"5",2828.51232433234,1260.25080218099,1073.952404195,3420.75483868519,0,3584.36135542318,2416.15792754112,1717.82896642595,2132.47914729798,346.652044190767,3430.57266943943,1555.33955826215,3190.25051768,400.753904985892,2080.63396867582,3018.82463775354,2025.52208444681,2920.85847493813
"6",5269.79960378616,3769.76811258559,3003.04745186125,2066.95059275947,3584.36135542318,0,1247.53202261825,1868.00979795267,2155.89873331356,3323.7516765888,1331.85639758907,3384.33659879414,465.120243698866,3977.79857210019,2330.99153568388,834.559776630031,1588.09543255368,1253.51149903426
"7",4539.82991807858,2525.81892435198,1755.58575120024,1644.77068403973,2416.15792754112,1247.53202261825,0,790.329352835203,1028.58581909684,2200.70340499336,1220.77212451814,2164.79573665422,801.792864346623,2816.54184854651,1198.63106531873,612.192216841893,399.321040549106,703.624520929547
"8",3766.18041434332,2146.60104443336,1349.85605903934,2289.95938783433,1717.82896642595,1868.00979795267,790.329352835203,0,1246.65023115561,1459.19015430266,1988.92049879426,1938.0784334643,1492.74629437532,2109.86719573805,1354.6042032511,1394.83632676609,409.192225212413,1455.40832381475
"9",4748.56889933159,1738.86006757321,1136.43167728643,1289.82444240094,2132.47914729798,2155.89873331356,1028.58581909684,1246.65023115561,0,2063.62251062021,1403.43237604299,1272.34457205064,1692.11629309113,2506.00850045594,175.729860054167,1336.30011241426,990.123000672653,1006.67028801928
"10",2744.16049065806,1503.40117709787,1127.75990546783,3349.08364535072,346.652044190767,3323.7516765888,2200.70340499336,1459.19015430266,2063.62251062021,0,3283.17953440662,1709.06880762866,2949.77136272698,674.728783039011,2040.54685705914,2811.49673511333,1802.61471513972,2759.01288496595
"11",5754.13949146427,3133.74838295378,2522.58945149571,741.872247966985,3430.57266943943,1331.85639758907,1220.77212451814,1988.92049879426,1403.43237604299,3283.17953440662,0,2640.69248233455,1043.79236004195,3824.19864003883,1537.83813473283,749.932353505528,1579.8746309082,535.79003556451
"12",4381.84814671496,533.205369677908,669.663083235172,2316.33489873957,1555.33955826215,3384.33659879414,2164.79573665422,1938.0784334643,1272.34457205064,1709.06880762866,2640.69248233455,0,2920.14335664566,1790.19631219275,1113.87579759873,2590.538591754,1937.49944161182,2278.93829158789
"13",5071.03671743393,3311.98725831582,2553.38883592384,1735.50174486948,3190.25051768,465.120243698866,801.792864346623,1492.74629437532,1692.11629309113,2949.77136272698,1043.79236004195,2920.14335664566,0,3588.24385461311,1867.45862844255,393.315490489838,1168.8237061114,830.100962214172
"14",2625.50827854462,1397.7979749901,1408.33542291287,3788.93628972033,400.753904985892,3977.79857210019,2816.54184854651,2109.86719573805,2506.00850045594,674.728783039011,3824.19864003883,1790.19631219275,3588.24385461311,0,2442.3565936736,3419.57378399111,2425.0761834862,3317.92528900609
"15",4754.07000523093,1595.96007975625,1047.3658817176,1348.25370244302,2080.63396867582,2330.99153568388,1198.63106531873,1354.6042032511,175.729860054167,2040.54685705914,1537.83813473283,1113.87579759873,1867.45862844255,2442.3565936736,0,1509.45045920882,1132.74035732185,1168.49886714872
"16",5108.09515344498,3010.81328971979,2281.66919198923,1379.81612214832,3018.82463775354,834.559776630031,612.192216841893,1394.83632676609,1336.30011241426,2811.49673511333,749.932353505528,2590.538591754,393.315490489838,3419.57378399111,1509.45045920882,0,1011.51064272603,437.951650082402
"17",4175.33958573872,2239.78080429267,1446.8592717565,1902.88173798684,2025.52208444681,1588.09543255368,399.321040549106,409.192225212413,990.123000672653,1802.61471513972,1579.8746309082,1937.49944161182,1168.8237061114,2425.0761834862,1132.74035732185,1011.51064272603,0,1046.22447642169
"18",5221.5547742006,2737.3616220035,2065.33617133361,988.94623599469,2920.85847493813,1253.51149903426,703.624520929547,1455.40832381475,1006.67028801928,2759.01288496595,535.79003556451,2278.93829158789,830.100962214172,3317.92528900609,1168.49886714872,437.951650082402,1046.22447642169,0
