"","sit1","sit2","sit3","sit4","sit5"
"sit1",0,3.29411702900506,3.92054465145109,3.99096540592367,2.86336603288021
"sit2",3.29411702900506,0,2.20047027124724,1.48241281779308,1.70523215002111
"sit3",3.92054465145109,2.20047027124724,0,3.64896833342945,3.76652087927795
"sit4",3.99096540592367,1.48241281779308,3.64896833342945,0,1.28261004626648
"sit5",2.86336603288021,1.70523215002111,3.76652087927795,1.28261004626648,0
