"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"1",0,713.182800242397,2053.4399404035,1798.09962065673,1458.46468960859,463.040060529609,996.155468112418,1674.60098992599,1186.00981166043,2744.37671254165,1376.2837370686,382.89693018954,930.033862449019,2509.1578223834,1806.67057097166
"2",713.182800242397,0,1829.21242689409,1098.65319128249,778.882257314644,795.494145632541,486.946939517788,963.869276521587,774.494367838568,2126.75830803938,913.11449561152,336.123799954257,220.209065121446,1916.66593294659,1115.17947188199
"3",2053.4399404035,1829.21242689409,0,2224.60498541193,1550.79913920304,2444.47783536837,2266.58097302542,1834.77307049918,1066.02390853499,3343.58509641628,2637.97091577658,1948.56039796242,1854.1026781037,3246.86982549478,1658.94243801591
"4",1798.09962065673,1098.65319128249,2224.60498541193,0,690.248791892475,1722.44480977514,908.105258926399,391.356245533971,1326.65902051541,1153.57485495988,869.915243851735,1415.48767587419,878.810137725889,1024.5639152843,616.153395050371
"5",1458.46468960859,778.882257314644,1550.79913920304,690.248791892475,0,1567.15095140198,942.566025872183,328.571786150381,653.715795342799,1840.90831874793,1189.42015248486,1105.24294571559,613.828967922211,1712.61466392768,351.336374917286
"6",463.040060529609,795.494145632541,2444.47783536837,1722.44480977514,1567.15095140198,0,822.098922504234,1703.35123489506,1479.86990339273,2512.95431388717,1099.06012933441,520.808846851223,959.829570408251,2259.65761430778,1889.56457591692
"7",996.155468112418,486.946939517788,2266.58097302542,908.105258926399,942.566025872183,822.098922504234,0,963.069559542081,1200.69381115334,1748.46590431735,429.127623792769,651.054549290492,413.381363534395,1513.90623046543,1193.74193152608
"8",1674.60098992599,963.869276521587,1834.77307049918,391.356245533971,328.571786150381,1703.35123489506,963.069559542081,0,982.28447710126,1523.92799077,1088.75246869049,1299.90053722648,757.024432041733,1412.25683224046,260.758682803079
"9",1186.00981166043,774.494367838568,1066.02390853499,1326.65902051541,653.715795342799,1479.86990339273,1200.69381115334,982.28447710126,0,2479.70723999921,1580.99152045138,959.542730626708,788.869863456692,2331.51699725839,936.632553146201
"10",2744.37671254165,2126.75830803938,3343.58509641628,1153.57485495988,1840.90831874793,2512.95431388717,1748.46590431735,1523.92799077,2479.70723999921,0,1415.01455704488,2386.38385211893,1925.66277842841,269.181354259267,1685.48301844374
"11",1376.2837370686,913.11449561152,2637.97091577658,869.915243851735,1189.42015248486,1099.06012933441,429.127623792769,1088.75246869049,1580.99152045138,1415.01455704488,0,1062.80754275518,801.244846962814,1160.62237719225,1347.46901378361
"12",382.89693018954,336.123799954257,1948.56039796242,1415.48767587419,1105.24294571559,520.808846851223,651.054549290492,1299.90053722648,959.542730626708,2386.38385211893,1062.80754275518,0,548.834047814229,2159.6363016585,1447.16339059553
"13",930.033862449019,220.209065121446,1854.1026781037,878.810137725889,613.828967922211,959.829570408251,413.381363534395,757.024432041733,788.869863456692,1925.66277842841,801.244846962814,548.834047814229,0,1724.66283175072,929.812592173641
"14",2509.1578223834,1916.66593294659,3246.86982549478,1024.5639152843,1712.61466392768,2259.65761430778,1513.90623046543,1412.25683224046,2331.51699725839,269.181354259267,1160.62237719225,2159.6363016585,1724.66283175072,0,1604.99297106782
"15",1806.67057097166,1115.17947188199,1658.94243801591,616.153395050371,351.336374917286,1889.56457591692,1193.74193152608,260.758682803079,936.632553146201,1685.48301844374,1347.46901378361,1447.16339059553,929.812592173641,1604.99297106782,0
