"","1","2","3","4","5","6","7","8","9","10","11","12","13"
"1",0,508.458604916613,477.542295612617,2880.28219920538,1932.02153130887,2823.37409022722,2135.58396248864,1929.41355299484,1800.08716794678,2183.39087125991,1728.33666742502,1913.86438166956,1721.00533878988
"2",508.458604916613,0,303.48185201594,2456.87985406524,1432.20251338106,2398.13682733661,1628.61121996666,1424.20505304768,1299.7360133781,1683.23147034746,1336.02708069394,1471.35463794514,1213.98620136742
"3",477.542295612617,303.48185201594,0,2404.74406803906,1519.6036815994,2348.20375971257,1747.62001750847,1534.61546235059,1391.08333242548,1768.77130765488,1251.12010564873,1446.08226788084,1339.99122037049
"4",2880.28219920538,2456.87985406524,2404.74406803906,0,1287.55373847973,60.2856612232314,1355.17383523759,1387.2517354544,1379.1620674116,1156.62922416254,1157.68206409816,989.265116169298,1550.02604910965
"5",1932.02153130887,1432.20251338106,1519.6036815994,1287.55373847973,0,1229.24905355501,274.479680739443,117.453398827839,132.572030855131,251.369358986403,800.224592728105,543.36732759607,272.47294507286
"6",2823.37409022722,2398.13682733661,2348.20375971257,60.2856612232314,1229.24905355501,0,1301.26784292529,1329.73780577036,1319.87888772397,1102.06939218609,1102.68286877905,929.759651788022,1490.97580219458
"7",2135.58396248864,1628.61121996666,1747.62001750847,1355.17383523759,274.479680739443,1301.26784292529,0,214.944855952072,373.571999418063,201.167780744357,1063.49781095028,783.123168419761,414.635616840569
"8",1929.41355299484,1424.20505304768,1534.61546235059,1387.2517354544,117.453398827839,1329.73780577036,214.944855952072,0,163.778756975807,282.929256486245,904.504157940308,658.441502213508,217.234292992863
"9",1800.08716794678,1299.7360133781,1391.08333242548,1379.1620674116,132.572030855131,1319.87888772397,373.571999418063,163.778756975807,0,383.554745355177,763.064204965186,549.441455704694,173.365671164451
"10",2183.39087125991,1683.23147034746,1768.77130765488,1156.62922416254,251.369358986403,1102.06939218609,201.167780744357,282.929256486245,383.554745355177,0,938.823222329059,636.021889430366,497.286633687854
"11",1728.33666742502,1336.02708069394,1251.12010564873,1157.68206409816,800.224592728105,1102.68286877905,1063.49781095028,904.504157940308,763.064204965186,938.823222329059,0,319.067329678932,890.418118875893
"12",1913.86438166956,1471.35463794514,1446.08226788084,989.265116169298,543.36732759607,929.759651788022,783.123168419761,658.441502213508,549.441455704694,636.021889430366,319.067329678932,0,709.511017645482
"13",1721.00533878988,1213.98620136742,1339.99122037049,1550.02604910965,272.47294507286,1490.97580219458,414.635616840569,217.234292992863,173.365671164451,497.286633687854,890.418118875893,709.511017645482,0
