"","sit1","sit2","sit3","sit4","sit5","sit6"
"sit1",0,3.81177821254584,1.84536110309976,0.725900880268685,3.31575400304177,2.61347542228816
"sit2",3.81177821254584,0,2.36529725225172,3.47134383668364,3.95984624427403,1.23889002817907
"sit3",1.84536110309976,2.36529725225172,0,1.2552262058293,3.9536758942134,1.50917252957656
"sit4",0.725900880268685,3.47134383668364,1.2552262058293,0,3.77164215934761,2.37132907351449
"sit5",3.31575400304177,3.95984624427403,3.9536758942134,3.77164215934761,0,3.08549106178909
"sit6",2.61347542228816,1.23889002817907,1.50917252957656,2.37132907351449,3.08549106178909,0
