"","1","2","3","4","5","6"
"1",0,1666.40011224301,2102.98189389353,3222.64507969199,1299.12591922981,4134.5350744898
"2",1666.40011224301,0,1035.43780635488,2252.32093020331,1077.34287545203,2688.64185315083
"3",2102.98189389353,1035.43780635488,0,1248.64624134884,2047.22999970536,2048.80161480559
"4",3222.64507969199,2252.32093020331,1248.64624134884,0,3293.55337016316,1409.27691415143
"5",1299.12591922981,1077.34287545203,2047.22999970536,3293.55337016316,0,3740.89309066529
"6",4134.5350744898,2688.64185315083,2048.80161480559,1409.27691415143,3740.89309066529,0
