"","sit1","sit2","sit3","sit4","sit5","sit6","sit7","sit8","sit9"
"sit1",0,1.62928921184398,3.79150147002111,3.34454444442859,3.67961975480639,3.47738939749454,2.92726568804749,2.35780851931587,3.7051821988772
"sit2",1.62928921184398,0,2.70280406255116,2.37001412268473,2.8407024595319,2.22306121651648,3.28040733603196,1.5005846037205,4.02248830649572
"sit3",3.79150147002111,2.70280406255116,0,0.482641052488141,0.613431438554407,0.595894185450805,2.90213280822179,1.43468513644001,3.22580038356832
"sit4",3.34454444442859,2.37001412268473,0.482641052488141,0,0.512246128702509,0.662891177988975,2.49085544586072,0.991158939170834,2.88770169408889
"sit5",3.67961975480639,2.8407024595319,0.613431438554407,0.512246128702509,0,1.09232253087138,2.36144972983906,1.38791433037333,2.62821364448969
"sit6",3.47738939749454,2.22306121651648,0.595894185450805,0.662891177988975,1.09232253087138,0,3.10061249904514,1.20673507810183,3.53990472853007
"sit7",2.92726568804749,3.28040733603196,2.90213280822179,2.49085544586072,2.36144972983906,3.10061249904514,0,2.21643231410928,0.784897816489876
"sit8",2.35780851931587,1.5005846037205,1.43468513644001,0.991158939170834,1.38791433037333,1.20673507810183,2.21643231410928,0,2.83574177343464
"sit9",3.7051821988772,4.02248830649572,3.22580038356832,2.88770169408889,2.62821364448969,3.53990472853007,0.784897816489876,2.83574177343464,0
